,0,1
1104,"[[6, '이탈리안 게임'], [6, '비숍 오프닝']]",2
1105,"[[7, '스칸디나비안 디펜스'], [7, '클로즈드 게임'], [7, '퀸스 갬빗'], [7, '퀸스 갬빗 수락 (QGA)'], [7, '퀸스 갬빗 거절 (QGD)'], [7, '슬라브 디펜스'], [7, '스톤월 어택'], [7, '콜 시스템'], [7, '모던 베노니'], [7, '벵코 갬빗 (볼가 갬빗)'], [7, '그룬펠드 디펜스']]",2
1106,"[[9, '루이 로페즈'], [9, '스카치 게임'], [9, '이탈리안 게임'], [9, '포 나이트 게임'], [9, '스톤월 어택']]",2
1107,"[[8, '대니시 갬빗'], [8, '스톤월 어택']]",2
1108,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1109,"[[3, '시실리안 디펜스'], [3, '스톤월 어택'], [3, '모던 베노니'], [3, '벵코 갬빗 (볼가 갬빗)'], [3, '베노니 디펜스']]",2
1110,"[[5, '오픈 게임'], [5, '루이 로페즈'], [5, '스카치 게임'], [5, '이탈리안 게임'], [5, '포 나이트 게임'], [5, '페트로프 디펜스'], [5, '필리도어 디펜스'], [5, '비엔나 게임'], [5, '비숍 오프닝'], [5, '킹스 갬빗'], [5, '센터 게임'], [5, '대니시 갬빗']]",2
1111,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1112,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1113,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1114,"[[6, '킹스 인디언 어택 (KIA)']]",2
1115,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1116,"[[9, '킹스 인디언 디펜스 (KID)']]",2
1117,"[[4, '킹스 인디언 어택 (KIA)']]",2
1118,"[[7, '루이 로페즈'], [7, '스카치 게임'], [7, '이탈리안 게임'], [7, '포 나이트 게임'], [7, '스톤월 어택']]",2
1119,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1120,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1121,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1122,"[[7, '킹스 인디언 디펜스 (KID)']]",2
1123,"[[6, '오픈 게임'], [6, '루이 로페즈'], [6, '스카치 게임'], [6, '이탈리안 게임'], [6, '포 나이트 게임'], [6, '페트로프 디펜스'], [6, '필리도어 디펜스'], [6, '비엔나 게임'], [6, '비숍 오프닝'], [6, '킹스 갬빗'], [6, '센터 게임'], [6, '대니시 갬빗']]",2
1124,"[[6, '포 나이트 게임'], [6, '비엔나 게임'], [6, '피어츠 디펜스'], [6, '님조-인디언 디펜스'], [6, '그룬펠드 디펜스'], [6, '킹스 인디언 디펜스 (KID)']]",2
1125,"[[7, '퀸스 갬빗 수락 (QGA)']]",2
1126,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1127,"[[5, '프렌치 디펜스'], [5, '퀸스 갬빗 거절 (QGD)'], [5, '모던 베노니'], [5, '님조-인디언 디펜스'], [5, '퀸스 인디언 디펜스'], [5, '카탈란 오프닝']]",2
1128,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1129,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1130,"[[3, '스칸디나비안 디펜스'], [3, '클로즈드 게임'], [3, '퀸스 갬빗'], [3, '퀸스 갬빗 수락 (QGA)'], [3, '퀸스 갬빗 거절 (QGD)'], [3, '슬라브 디펜스'], [3, '스톤월 어택'], [3, '콜 시스템'], [3, '모던 베노니'], [3, '벵코 갬빗 (볼가 갬빗)'], [3, '그룬펠드 디펜스']]",2
1131,"[[6, '카탈란 오프닝'], [6, '킹스 인디언 어택 (KIA)'], [6, '벵코 오프닝']]",2
1132,"[[6, '스톤월 어택'], [6, '콜 시스템']]",2
1133,"[[7, '시실리안 디펜스'], [7, '스톤월 어택'], [7, '모던 베노니'], [7, '벵코 갬빗 (볼가 갬빗)'], [7, '베노니 디펜스']]",2
1134,"[[7, '스칸디나비안 디펜스'], [7, '클로즈드 게임'], [7, '퀸스 갬빗'], [7, '퀸스 갬빗 수락 (QGA)'], [7, '퀸스 갬빗 거절 (QGD)'], [7, '슬라브 디펜스'], [7, '스톤월 어택'], [7, '콜 시스템'], [7, '모던 베노니'], [7, '벵코 갬빗 (볼가 갬빗)'], [7, '그룬펠드 디펜스']]",2
1135,"[[5, '스칸디나비안 디펜스'], [5, '클로즈드 게임'], [5, '퀸스 갬빗'], [5, '퀸스 갬빗 수락 (QGA)'], [5, '퀸스 갬빗 거절 (QGD)'], [5, '슬라브 디펜스'], [5, '스톤월 어택'], [5, '콜 시스템'], [5, '모던 베노니'], [5, '벵코 갬빗 (볼가 갬빗)'], [5, '그룬펠드 디펜스']]",2
1136,"[[3, '스칸디나비안 디펜스'], [3, '클로즈드 게임'], [3, '퀸스 갬빗'], [3, '퀸스 갬빗 수락 (QGA)'], [3, '퀸스 갬빗 거절 (QGD)'], [3, '슬라브 디펜스'], [3, '스톤월 어택'], [3, '콜 시스템'], [3, '모던 베노니'], [3, '벵코 갬빗 (볼가 갬빗)'], [3, '그룬펠드 디펜스']]",2
1137,"[[8, '킹스 인디언 어택 (KIA)']]",2
1138,"[[3, '스칸디나비안 디펜스'], [3, '클로즈드 게임'], [3, '퀸스 갬빗'], [3, '퀸스 갬빗 수락 (QGA)'], [3, '퀸스 갬빗 거절 (QGD)'], [3, '슬라브 디펜스'], [3, '스톤월 어택'], [3, '콜 시스템'], [3, '모던 베노니'], [3, '벵코 갬빗 (볼가 갬빗)'], [3, '그룬펠드 디펜스']]",2
1139,"[[5, '프렌치 디펜스'], [5, '퀸스 갬빗 거절 (QGD)'], [5, '모던 베노니'], [5, '님조-인디언 디펜스'], [5, '퀸스 인디언 디펜스'], [5, '카탈란 오프닝']]",2
1140,"[[3, '스칸디나비안 디펜스'], [3, '클로즈드 게임'], [3, '퀸스 갬빗'], [3, '퀸스 갬빗 수락 (QGA)'], [3, '퀸스 갬빗 거절 (QGD)'], [3, '슬라브 디펜스'], [3, '스톤월 어택'], [3, '콜 시스템'], [3, '모던 베노니'], [3, '벵코 갬빗 (볼가 갬빗)'], [3, '그룬펠드 디펜스']]",2
1141,"[[8, '오픈 게임'], [8, '루이 로페즈'], [8, '스카치 게임'], [8, '이탈리안 게임'], [8, '포 나이트 게임'], [8, '페트로프 디펜스'], [8, '필리도어 디펜스'], [8, '비엔나 게임'], [8, '비숍 오프닝'], [8, '킹스 갬빗'], [8, '센터 게임'], [8, '대니시 갬빗'], [8, '세미 오픈 게임'], [8, '시실리안 디펜스'], [8, '프렌치 디펜스'], [8, '카로-칸 디펜스'], [8, '스칸디나비안 디펜스'], [8, '피어츠 디펜스'], [8, '알레킨 디펜스'], [8, '모던 디펜스'], [8, '킹스 인디언 어택 (KIA)']]",2
1142,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1143,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1144,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1145,"[[8, '스톤월 어택'], [8, '콜 시스템']]",2
1146,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1147,"[[1, '시실리안 디펜스'], [1, '스톤월 어택'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '베노니 디펜스']]",2
1148,"[[9, '시실리안 디펜스'], [9, '스톤월 어택'], [9, '모던 베노니'], [9, '벵코 갬빗 (볼가 갬빗)'], [9, '베노니 디펜스']]",2
1149,"[[3, '프렌치 디펜스'], [3, '퀸스 갬빗 거절 (QGD)'], [3, '모던 베노니'], [3, '님조-인디언 디펜스'], [3, '퀸스 인디언 디펜스'], [3, '카탈란 오프닝']]",2
1150,"[[6, '루이 로페즈']]",2
1151,"[[9, '루이 로페즈'], [9, '스카치 게임'], [9, '이탈리안 게임'], [9, '포 나이트 게임'], [9, '스톤월 어택']]",2
1152,"[[7, '루이 로페즈'], [7, '스카치 게임'], [7, '이탈리안 게임'], [7, '포 나이트 게임'], [7, '스톤월 어택']]",2
1153,"[[7, '루이 로페즈'], [7, '스카치 게임'], [7, '이탈리안 게임'], [7, '포 나이트 게임'], [7, '스톤월 어택']]",2
1154,"[[5, '시실리안 디펜스'], [5, '스톤월 어택'], [5, '모던 베노니'], [5, '벵코 갬빗 (볼가 갬빗)'], [5, '베노니 디펜스']]",2
1155,"[[7, '퀸스 갬빗 수락 (QGA)']]",2
1156,"[[6, '킹스 인디언 어택 (KIA)']]",2
1157,"[[1, '시실리안 디펜스'], [1, '스톤월 어택'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '베노니 디펜스']]",2
1158,"[[5, '프렌치 디펜스'], [5, '퀸스 갬빗 거절 (QGD)'], [5, '모던 베노니'], [5, '님조-인디언 디펜스'], [5, '퀸스 인디언 디펜스'], [5, '카탈란 오프닝']]",2
1159,"[[7, '시실리안 디펜스'], [7, '스톤월 어택'], [7, '모던 베노니'], [7, '벵코 갬빗 (볼가 갬빗)'], [7, '베노니 디펜스']]",2
1160,"[[4, '루이 로페즈']]",2
1161,"[[6, '랄슨 오프닝']]",2
1162,"[[6, '랄슨 오프닝']]",2
1163,"[[8, '랄슨 오프닝']]",2
1164,"[[7, '포 나이트 게임'], [7, '페트로프 디펜스'], [7, '피어츠 디펜스'], [7, '알레킨 디펜스'], [7, '스톤월 어택'], [7, '콜 시스템'], [7, '인디언 디펜스'], [7, '모던 베노니'], [7, '벵코 갬빗 (볼가 갬빗)'], [7, '님조-인디언 디펜스'], [7, '퀸스 인디언 디펜스'], [7, '카탈란 오프닝'], [7, '그룬펠드 디펜스'], [7, '킹스 인디언 디펜스 (KID)']]",2
1165,"[[1, '오픈 게임'], [1, '루이 로페즈'], [1, '스카치 게임'], [1, '이탈리안 게임'], [1, '포 나이트 게임'], [1, '페트로프 디펜스'], [1, '필리도어 디펜스'], [1, '비엔나 게임'], [1, '비숍 오프닝'], [1, '킹스 갬빗'], [1, '센터 게임'], [1, '대니시 갬빗']]",2
1166,"[[4, '루이 로페즈'], [4, '스카치 게임'], [4, '이탈리안 게임'], [4, '포 나이트 게임'], [4, '페트로프 디펜스'], [4, '필리도어 디펜스'], [4, '콜 시스템'], [4, '퀸스 인디언 디펜스'], [4, '주커토트 오프닝'], [4, '킹스 인디언 어택 (KIA)']]",2
1167,"[[3, '프렌치 디펜스'], [3, '퀸스 갬빗 거절 (QGD)'], [3, '모던 베노니'], [3, '님조-인디언 디펜스'], [3, '퀸스 인디언 디펜스'], [3, '카탈란 오프닝']]",2
1168,"[[9, '킹스 인디언 디펜스 (KID)']]",2
1169,"[[9, '킹스 인디언 디펜스 (KID)']]",2
1170,"[[4, '스카치 게임'], [4, '센터 게임'], [4, '대니시 갬빗'], [4, '피어츠 디펜스'], [4, '클로즈드 게임'], [4, '런던 시스템'], [4, '퀸스 갬빗'], [4, '퀸스 갬빗 수락 (QGA)'], [4, '퀸스 갬빗 거절 (QGD)'], [4, '슬라브 디펜스'], [4, '스톤월 어택'], [4, '콜 시스템'], [4, '인디언 디펜스'], [4, '모던 베노니'], [4, '벵코 갬빗 (볼가 갬빗)'], [4, '님조-인디언 디펜스'], [4, '퀸스 인디언 디펜스'], [4, '카탈란 오프닝'], [4, '그룬펠드 디펜스'], [4, '킹스 인디언 디펜스 (KID)'], [4, '베노니 디펜스'], [4, '더치 디펜스']]",2
1171,"[[1, '시실리안 디펜스'], [1, '스톤월 어택'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '베노니 디펜스']]",2
1172,"[[6, '루이 로페즈'], [6, '스카치 게임'], [6, '이탈리안 게임'], [6, '포 나이트 게임'], [6, '페트로프 디펜스'], [6, '필리도어 디펜스'], [6, '콜 시스템'], [6, '퀸스 인디언 디펜스'], [6, '주커토트 오프닝'], [6, '킹스 인디언 어택 (KIA)']]",2
1173,"[[5, '포 나이트 게임'], [5, '페트로프 디펜스'], [5, '피어츠 디펜스'], [5, '알레킨 디펜스'], [5, '스톤월 어택'], [5, '콜 시스템'], [5, '인디언 디펜스'], [5, '모던 베노니'], [5, '벵코 갬빗 (볼가 갬빗)'], [5, '님조-인디언 디펜스'], [5, '퀸스 인디언 디펜스'], [5, '카탈란 오프닝'], [5, '그룬펠드 디펜스'], [5, '킹스 인디언 디펜스 (KID)']]",2
1174,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1175,"[[8, '카탈란 오프닝'], [8, '킹스 인디언 어택 (KIA)'], [8, '벵코 오프닝']]",2
1176,"[[6, '카탈란 오프닝'], [6, '킹스 인디언 어택 (KIA)'], [6, '벵코 오프닝']]",2
1177,"[[6, '스톤월 어택'], [6, '콜 시스템']]",2
1178,"[[1, '스칸디나비안 디펜스'], [1, '클로즈드 게임'], [1, '퀸스 갬빗'], [1, '퀸스 갬빗 수락 (QGA)'], [1, '퀸스 갬빗 거절 (QGD)'], [1, '슬라브 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '그룬펠드 디펜스']]",2
1179,"[[4, '루이 로페즈'], [4, '스카치 게임'], [4, '이탈리안 게임'], [4, '포 나이트 게임'], [4, '페트로프 디펜스'], [4, '필리도어 디펜스'], [4, '콜 시스템'], [4, '퀸스 인디언 디펜스'], [4, '주커토트 오프닝'], [4, '킹스 인디언 어택 (KIA)']]",2
1180,"[[4, '루이 로페즈'], [4, '스카치 게임'], [4, '이탈리안 게임'], [4, '포 나이트 게임'], [4, '페트로프 디펜스'], [4, '필리도어 디펜스'], [4, '콜 시스템'], [4, '퀸스 인디언 디펜스'], [4, '주커토트 오프닝'], [4, '킹스 인디언 어택 (KIA)']]",2
1181,"[[5, '프렌치 디펜스'], [5, '퀸스 갬빗 거절 (QGD)'], [5, '모던 베노니'], [5, '님조-인디언 디펜스'], [5, '퀸스 인디언 디펜스'], [5, '카탈란 오프닝']]",2
1182,"[[6, '카탈란 오프닝'], [6, '킹스 인디언 어택 (KIA)'], [6, '벵코 오프닝']]",2
1183,"[[4, '런던 시스템']]",2
1184,"[[1, '포 나이트 게임'], [1, '페트로프 디펜스'], [1, '피어츠 디펜스'], [1, '알레킨 디펜스'], [1, '스톤월 어택'], [1, '콜 시스템'], [1, '인디언 디펜스'], [1, '모던 베노니'], [1, '벵코 갬빗 (볼가 갬빗)'], [1, '님조-인디언 디펜스'], [1, '퀸스 인디언 디펜스'], [1, '카탈란 오프닝'], [1, '그룬펠드 디펜스'], [1, '킹스 인디언 디펜스 (KID)']]",2
1185,"[[7, '필리도어 디펜스'], [7, '피어츠 디펜스']]",2
1186,"[[7, '프렌치 디펜스'], [7, '퀸스 갬빗 거절 (QGD)'], [7, '모던 베노니'], [7, '님조-인디언 디펜스'], [7, '퀸스 인디언 디펜스'], [7, '카탈란 오프닝']]",2
1187,"[[3, '필리도어 디펜스'], [3, '피어츠 디펜스']]",2
1188,"[[5, '필리도어 디펜스'], [5, '피어츠 디펜스']]",2
1189,"[[4, '퀸스 갬빗'], [4, '퀸스 갬빗 수락 (QGA)'], [4, '퀸스 갬빗 거절 (QGD)'], [4, '슬라브 디펜스'], [4, '모던 베노니'], [4, '벵코 갬빗 (볼가 갬빗)'], [4, '님조-인디언 디펜스'], [4, '퀸스 인디언 디펜스'], [4, '카탈란 오프닝'], [4, '그룬펠드 디펜스'], [4, '킹스 인디언 디펜스 (KID)'], [4, '잉글리시 오프닝']]",2
1190,"[[3, '필리도어 디펜스'], [3, '피어츠 디펜스']]",2
1191,"[[3, '필리도어 디펜스'], [3, '피어츠 디펜스']]",2
1192,"[[3, '필리도어 디펜스'], [3, '피어츠 디펜스']]",2
1193,"[[7, '필리도어 디펜스'], [7, '피어츠 디펜스']]",2
1194,"[[6, '런던 시스템']]",2
1195,"[[4, '퀸스 갬빗'], [4, '퀸스 갬빗 수락 (QGA)'], [4, '퀸스 갬빗 거절 (QGD)'], [4, '슬라브 디펜스'], [4, '모던 베노니'], [4, '벵코 갬빗 (볼가 갬빗)'], [4, '님조-인디언 디펜스'], [4, '퀸스 인디언 디펜스'], [4, '카탈란 오프닝'], [4, '그룬펠드 디펜스'], [4, '킹스 인디언 디펜스 (KID)'], [4, '잉글리시 오프닝']]",2
1196,"[[6, '스톤월 어택'], [6, '콜 시스템']]",2
1197,"[[3, '포 나이트 게임'], [3, '페트로프 디펜스'], [3, '피어츠 디펜스'], [3, '알레킨 디펜스'], [3, '스톤월 어택'], [3, '콜 시스템'], [3, '인디언 디펜스'], [3, '모던 베노니'], [3, '벵코 갬빗 (볼가 갬빗)'], [3, '님조-인디언 디펜스'], [3, '퀸스 인디언 디펜스'], [3, '카탈란 오프닝'], [3, '그룬펠드 디펜스'], [3, '킹스 인디언 디펜스 (KID)']]",2
1198,"[[9, '벵코 갬빗 (볼가 갬빗)']]",2
1199,"[[3, '필리도어 디펜스'], [3, '피어츠 디펜스']]",2
1200,"[[9, '루이 로페즈'], [9, '스카치 게임'], [9, '이탈리안 게임'], [9, '포 나이트 게임'], [9, '스톤월 어택']]",2
1201,"[[6, '킹스 인디언 어택 (KIA)']]",2
1202,"[[7, '카로-칸 디펜스'], [7, '슬라브 디펜스']]",2
1203,"[[3, '피어츠 디펜스'], [3, '모던 디펜스'], [3, '그룬펠드 디펜스'], [3, '킹스 인디언 디펜스 (KID)']]",2
1204,"[[7, '시실리안 디펜스'], [7, '스톤월 어택'], [7, '모던 베노니'], [7, '벵코 갬빗 (볼가 갬빗)'], [7, '베노니 디펜스']]",2
1205,"[[7, '시실리안 디펜스'], [7, '스톤월 어택'], [7, '모던 베노니'], [7, '벵코 갬빗 (볼가 갬빗)'], [7, '베노니 디펜스']]",2
1206,"[[3, '카로-칸 디펜스'], [3, '슬라브 디펜스']]",2
1207,"[[8, '스카치 게임'], [8, '센터 게임'], [8, '대니시 갬빗'], [8, '피어츠 디펜스'], [8, '클로즈드 게임'], [8, '런던 시스템'], [8, '퀸스 갬빗'], [8, '퀸스 갬빗 수락 (QGA)'], [8, '퀸스 갬빗 거절 (QGD)'], [8, '슬라브 디펜스'], [8, '스톤월 어택'], [8, '콜 시스템'], [8, '인디언 디펜스'], [8, '모던 베노니'], [8, '벵코 갬빗 (볼가 갬빗)'], [8, '님조-인디언 디펜스'], [8, '퀸스 인디언 디펜스'], [8, '카탈란 오프닝'], [8, '그룬펠드 디펜스'], [8, '킹스 인디언 디펜스 (KID)'], [8, '베노니 디펜스'], [8, '더치 디펜스']]",2
1208,"[[7, '퀸스 인디언 디펜스']]",2
1209,"[[7, '킹스 인디언 디펜스 (KID)']]",2
1210,"[[9, '루이 로페즈'], [9, '스카치 게임'], [9, '이탈리안 게임'], [9, '포 나이트 게임'], [9, '스톤월 어택']]",2
1211,"[[7, '퀸스 인디언 디펜스']]",2
1212,"[[7, '킹스 인디언 디펜스 (KID)']]",2
1213,"[[8, '대니시 갬빗'], [8, '스톤월 어택']]",2
1214,"[[8, '루이 로페즈'], [8, '스카치 게임'], [8, '이탈리안 게임'], [8, '포 나이트 게임'], [8, '페트로프 디펜스'], [8, '필리도어 디펜스'], [8, '콜 시스템'], [8, '퀸스 인디언 디펜스'], [8, '주커토트 오프닝'], [8, '킹스 인디언 어택 (KIA)']]",2
1215,"[[8, '스톤월 어택']]",2
1216,"[[7, '필리도어 디펜스'], [7, '피어츠 디펜스']]",2
1217,"[[9, '루이 로페즈'], [9, '스카치 게임'], [9, '이탈리안 게임'], [9, '포 나이트 게임'], [9, '스톤월 어택']]",2
1218,"[[8, '스톤월 어택']]",2
1219,"[[5, '스칸디나비안 디펜스'], [5, '클로즈드 게임'], [5, '퀸스 갬빗'], [5, '퀸스 갬빗 수락 (QGA)'], [5, '퀸스 갬빗 거절 (QGD)'], [5, '슬라브 디펜스'], [5, '스톤월 어택'], [5, '콜 시스템'], [5, '모던 베노니'], [5, '벵코 갬빗 (볼가 갬빗)'], [5, '그룬펠드 디펜스']]",2
1220,"[[6, '포 나이트 게임'], [6, '비엔나 게임'], [6, '피어츠 디펜스'], [6, '님조-인디언 디펜스'], [6, '그룬펠드 디펜스'], [6, '킹스 인디언 디펜스 (KID)']]",2
1221,"[[9, '루이 로페즈'], [9, '스카치 게임'], [9, '이탈리안 게임'], [9, '포 나이트 게임'], [9, '스톤월 어택']]",2
1222,"[[3, '필리도어 디펜스'], [3, '피어츠 디펜스']]",2
1223,"[[6, '스톤월 어택'], [6, '콜 시스템']]",2
1224,"[[6, '루이 로페즈'], [6, '스카치 게임'], [6, '이탈리안 게임'], [6, '포 나이트 게임'], [6, '페트로프 디펜스'], [6, '필리도어 디펜스'], [6, '콜 시스템'], [6, '퀸스 인디언 디펜스'], [6, '주커토트 오프닝'], [6, '킹스 인디언 어택 (KIA)']]",2
1225,"[[4, '루이 로페즈'], [4, '스카치 게임'], [4, '이탈리안 게임'], [4, '포 나이트 게임'], [4, '페트로프 디펜스'], [4, '필리도어 디펜스'], [4, '콜 시스템'], [4, '퀸스 인디언 디펜스'], [4, '주커토트 오프닝'], [4, '킹스 인디언 어택 (KIA)']]",2
1226,"[[3, '필리도어 디펜스'], [3, '피어츠 디펜스']]",2
1227,"[[4, '스카치 게임'], [4, '센터 게임'], [4, '대니시 갬빗'], [4, '피어츠 디펜스'], [4, '클로즈드 게임'], [4, '런던 시스템'], [4, '퀸스 갬빗'], [4, '퀸스 갬빗 수락 (QGA)'], [4, '퀸스 갬빗 거절 (QGD)'], [4, '슬라브 디펜스'], [4, '스톤월 어택'], [4, '콜 시스템'], [4, '인디언 디펜스'], [4, '모던 베노니'], [4, '벵코 갬빗 (볼가 갬빗)'], [4, '님조-인디언 디펜스'], [4, '퀸스 인디언 디펜스'], [4, '카탈란 오프닝'], [4, '그룬펠드 디펜스'], [4, '킹스 인디언 디펜스 (KID)'], [4, '베노니 디펜스'], [4, '더치 디펜스']]",2
1228,"[[7, '킹스 인디언 디펜스 (KID)']]",2
1229,"[[4, '루이 로페즈'], [4, '스카치 게임'], [4, '이탈리안 게임'], [4, '포 나이트 게임'], [4, '페트로프 디펜스'], [4, '필리도어 디펜스'], [4, '콜 시스템'], [4, '퀸스 인디언 디펜스'], [4, '주커토트 오프닝'], [4, '킹스 인디언 어택 (KIA)']]",2
1230,"[[4, '루이 로페즈'], [4, '스카치 게임'], [4, '이탈리안 게임'], [4, '포 나이트 게임'], [4, '페트로프 디펜스'], [4, '필리도어 디펜스'], [4, '콜 시스템'], [4, '퀸스 인디언 디펜스'], [4, '주커토트 오프닝'], [4, '킹스 인디언 어택 (KIA)']]",2
