d4,d5,c4,e6,Nc3,c6,e3,Nf6,Nf3,Nbd7,9
Nf3,Nf6,c4,g6,g3,Bg7,Bg2,O-O,O-O,d6,9
d4,Nf6,c4,e6,Nf3,d5,Nc3,a6,cxd5,exd5,9
e4,e5,Nf3,Nc6,Bc4,Bc5,d3,Nf6,Nc3,h6,9
d4,Nf6,c4,e6,g3,d5,Nf3,Be7,Bg2,O-O,9
e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,d3,h6,9
e4,e5,Nf3,Nc6,Bc4,Bc5,O-O,Nf6,d4,Bxd4,9
d4,d5,c4,e6,Nf3,Nf6,Nc3,Be7,Bf4,O-O,9
d4,d5,c4,e6,Nc3,a6,cxd5,exd5,Nf3,Nf6,9
e4,e5,Nf3,Nc6,Bc4,Nf6,d3,Bc5,O-O,O-O,9
e4,e5,Nf3,Nc6,Bc4,Bc5,O-O,Nf6,d3,h6,9
e4,c6,d4,d5,e5,Bf5,Nd2,e6,Nb3,Nd7,9
d4,Nf6,c4,e6,Nf3,d5,g3,Bb4+,Nbd2,O-O,9
e4,e5,Nf3,Nc6,Bc4,Bc5,Nc3,Nf6,d3,h6,9
d4,Nf6,c4,g6,Nc3,d5,Nf3,Bg7,Bg5,Ne4,9
e4,c5,Nc3,d6,d4,cxd4,Qxd4,Nc6,Qd2,g6,9
e4,d5,exd5,Qxd5,Nc3,Qd8,d4,Nf6,Nf3,Bg4,9
e4,c5,Nf3,g6,d4,cxd4,Nxd4,Bg7,c4,Nc6,9
e4,e6,d4,d5,Nd2,c5,Ngf3,cxd4,Nxd4,Nf6,9
d4,Nf6,c4,e6,Nc3,Bb4,Qc2,d5,a3,Bxc3+,9
e4,c5,Nf3,g6,d4,cxd4,Nxd4,Nc6,c4,Nf6,9
d4,Nf6,Nf3,d5,c4,e6,g3,Be7,Bg2,O-O,9
e4,c6,d4,d5,exd5,cxd5,c4,Nf6,Nc3,e6,9
d4,Nf6,Nf3,d5,Bf4,c5,e3,Nc6,Nbd2,cxd4,9
d4,Nf6,c4,e6,Nf3,Bb4+,Bd2,a5,g3,b6,9
d4,Nf6,c4,g6,Nc3,Bg7,e4,d6,f4,O-O,9
e4,e6,d4,d5,Nc3,dxe4,Nxe4,Nd7,Nf3,Ngf6,9
e4,Nf6,e5,Nd5,d4,d6,Nf3,dxe5,Nxe5,c6,8
c4,Nf6,Nc3,e6,e4,d5,e5,d4,exf6,dxc3,8
d4,Nf6,c4,g6,g3,Bg7,Bg2,O-O,Nf3,d6,8
c4,e6,g3,d5,Bg2,Nf6,Nf3,Be7,O-O,O-O,8
Nf3,Nf6,g3,g6,b3,Bg7,Bb2,O-O,Bg2,d5,8
d4,Nf6,c4,e6,g3,d5,Nf3,dxc4,Bg2,a6,8
d4,Nf6,c4,g6,Nc3,Bg7,e4,d6,h3,Nbd7,8
d4,Nf6,c4,g6,Nf3,Bg7,g3,O-O,Bg2,d5,8
e4,e6,d4,d5,Nd2,c5,Ngf3,Nc6,exd5,exd5,8
d4,d5,c4,e6,Nf3,Nf6,g3,Bb4+,Bd2,Be7,8
e4,e6,d4,d5,Nc3,Nf6,Bg5,Be7,e5,Nfd7,8
d4,d5,c4,e6,Nc3,c5,cxd5,exd5,Nf3,Nc6,8
e4,e5,Nf3,Nc6,Bb5,f5,d3,fxe4,dxe4,Nf6,8
e4,c5,Nc3,Nc6,Nge2,g6,d4,cxd4,Nxd4,Bg7,8
d4,Nf6,c4,e6,Nf3,d5,g3,Bb4+,Bd2,a5,8
d4,d5,c4,c6,Nf3,Nf6,Qb3,dxc4,Qxc4,Bf5,8
d4,Nf6,c4,e6,Nf3,Bb4+,Nbd2,O-O,a3,Be7,8
d4,d5,c4,e6,Nc3,Be7,cxd5,exd5,Bf4,Nf6,8
e4,c5,c3,d5,exd5,Qxd5,d4,Nc6,Nf3,Bf5,8
d4,Nf6,c4,e6,Nc3,c5,d5,exd5,cxd5,d6,8
d4,d5,c4,c6,Nf3,Nf6,Nc3,e6,Bg5,h6,8
e4,c5,Nf3,g6,d4,cxd4,Qxd4,Nf6,Nc3,Nc6,8
d4,Nf6,c4,e6,Nc3,Bb4,Qc2,Nc6,Nf3,d6,8
e4,e5,Nf3,Nc6,Bc4,Nf6,d3,Bc5,c3,O-O,8
e4,c5,Nf3,e6,g3,Nc6,Bg2,Nf6,Qe2,e5,8
Nf3,d5,g3,g6,Bg2,Bg7,d4,Nf6,c4,c6,8
d4,Nf6,Nf3,g6,Bf4,Bg7,e3,O-O,Be2,d6,8
d4,d5,c4,c6,cxd5,cxd5,Nc3,Nf6,Nf3,Nc6,8
e4,c5,Nc3,Nc6,Bb5,Nd4,Nf3,e6,O-O,a6,8
d4,Nf6,Nf3,g6,Nc3,d5,Bf4,Bg7,Nb5,Na6,8
d4,Nf6,c4,e6,Nf3,b6,a3,Bb7,Nc3,d5,8
d4,Nf6,c4,e6,Nc3,Bb4,e3,O-O,Ne2,d5,8
