,1,2,3,4,5,0
c4,Nf6,Nc3,c6,e4,d6,1
c4,Nf6,Nc3,e6,g3,d5,1
c4,Nf6,a3,g6,b4,Bg7,1
c4,Nf6,Nf3,g6,d4,Bg7,1
c4,Nf6,Nf3,e6,g3,b6,1
c4,Nf6,Nf3,e6,e3,d5,1
c4,Nf6,Nf3,e6,b3,d5,1
c4,Nf6,Nf3,c6,g3,d5,1
c4,Nf6,Nf3,c5,g3,d5,1
c4,Nf6,Nf3,c5,Nc3,d5,1
c4,Nf6,Nf3,b6,g3,Bb7,1
c4,Nf6,Nc3,g6,g3,d5,1
c4,Nf6,Nc3,g6,d3,Bg7,1
c4,Nf6,Nc3,g6,Nf3,Bg7,1
c4,Nf6,Nc3,e6,g3,Bb4,1
c4,Nf6,Nc3,d5,d4,c6,1
c4,Nf6,Nc3,e6,e4,d6,1
c4,Nf6,Nc3,e6,e4,c5,1
c4,Nf6,Nc3,e6,a3,b6,1
c4,Nf6,Nc3,e6,Nf3,b6,1
c4,Nf6,Nc3,e5,g3,g6,1
c4,Nf6,Nc3,e5,g3,d5,1
c4,Nf6,Nc3,e5,e3,Bb4,1
c4,Nf6,Nc3,d6,g3,g6,1
c4,Nf6,Nc3,d6,g3,Nbd7,1
c4,Nf6,Nc3,d6,e4,c5,1
c4,Nf6,Nc3,d5,e4,dxe4,1
c4,Nf6,Nc3,d5,d4,e6,1
b3,d5,Bb2,e6,e3,Nf6,1
b3,d5,Bb2,d4,Nf3,Nc6,1
b3,d5,Bb2,c6,g3,Nf6,1
Nf3,g6,c4,Bg7,Nc3,c5,1
Nf3,g6,e4,c6,d4,Bg7,1
Nf3,g6,e4,c5,c4,Bg7,1
Nf3,g6,d4,d6,g3,Bg7,1
Nf3,g6,d4,d5,c4,c6,1
Nf3,g6,d4,Nf6,g3,c5,1
Nf3,g6,d4,Nf6,b3,Bg7,1
Nf3,g6,d4,Bg7,g3,d6,1
Nf3,g6,d4,Bg7,g3,c5,1
Nf3,g6,d4,Bg7,g3,Nf6,1
Nf3,g6,d4,Bg7,Bg5,Nf6,1
Nf3,g6,c4,Bg7,d4,d6,1
Nf3,g6,c4,Bg7,d4,c5,1
Nf3,g6,c4,Bg7,Nc3,Nf6,1
Nf3,g6,g3,Bg7,Bg2,c5,1
Nf3,f5,g3,g6,Bg2,Bg7,1
Nf3,f5,g3,Nf6,Bg2,d6,1
Nf3,f5,e3,Nf6,b3,e6,1
Nf3,f5,d4,Nf6,g3,g6,1
Nf3,f5,d4,Nf6,e3,g6,1
Nf3,f5,d3,Nc6,d4,Nf6,1
Nf3,f5,c4,e6,g3,Nf6,1
Nf3,f5,c4,Nf6,g3,e6,1
Nf3,f5,c4,Nf6,e3,g6,1
Nf3,f5,c4,Nf6,Nc3,g6,1
Nf3,f5,c4,Nf6,Nc3,d6,1
Nf3,f5,Nc3,g6,e4,d6,1
Nf3,g6,g3,Bg7,Bg2,b6,1
Nf3,g6,g3,Bg7,Bg2,f5,1
b3,d5,Bb2,Nf6,g3,Bf5,1
b3,b6,Bb2,Nf6,e3,Bb7,1
b3,d5,Bb2,Nf6,f4,c5,1
b3,d5,Bb2,Nf6,e3,e6,1
b3,d5,Bb2,Nf6,e3,Bf5,1
b3,d5,Bb2,Nf6,d3,e6,1
b3,d5,Bb2,Nc6,e3,Nf6,1
b3,d5,Bb2,Bg4,f3,Bf5,1
b3,d5,Bb2,Bg4,f3,Bd7,1
b3,d5,Bb2,Bg4,d4,Nf6,1
b3,d5,Bb2,Bf5,g3,e6,1
b3,c5,Bb2,Nc6,e4,d6,1
b3,c5,Bb2,Nc6,Nf3,d6,1
b3,c5,Bb2,Nc6,Nf3,Nf6,1
b3,Nf6,f4,g6,Bb2,Bg7,1
Nf3,g6,g3,Bg7,c4,Nf6,1
b3,Nf6,e3,g6,Bb2,Bg7,1
b3,Nf6,Nf3,g6,Bb2,Bg7,1
b3,Nf6,Bb2,g6,d3,Bg7,1
b3,Nf6,Bb2,g6,Bxf6,exf6,1
b3,Nf6,Bb2,e6,Nf3,d5,1
b3,Nf6,Bb2,e6,Nf3,c5,1
b3,Nf6,Bb2,d5,e3,Bf5,1
b3,Nf6,Bb2,d5,Nf3,e6,1
b3,Nf6,Bb2,c5,e3,Nc6,1
a3,g6,d4,Nf6,Nf3,d5,1
a3,d5,Nf3,Nf6,b4,a5,1
Nf3,g6,g3,Bg7,d4,f5,1
c4,Nf6,d4,e5,dxe5,Ne4,1
c4,Nf6,d4,e6,Nc3,d5,1
c4,e6,Nc3,Nf6,e4,d5,1
c4,Nf6,d4,e6,Nf3,d5,1
c4,e5,Nf3,Nc6,g3,g6,1
c4,e5,Nf3,Nc6,g3,e4,1
c4,e5,Nf3,Nc6,Nc3,Nf6,1
c4,e5,Nc3,g6,Nf3,Bg7,1
c4,e5,Nc3,f5,g3,Nf6,1
c4,e5,Nc3,c6,e4,Nf6,1
c4,e5,Nc3,c5,Nf3,Nc6,1
c4,e5,Nc3,Nf6,g3,Bc5,1
c4,e5,Nc3,Nf6,e3,Bb4,1
c4,e5,Nc3,Nf6,d3,d5,1
c4,e5,Nc3,Nf6,Nf3,e4,1
c4,e5,Nc3,Nc6,g3,f5,1
c4,e5,Nc3,Nc6,g3,Nf6,1
c4,e5,Nc3,Nc6,Nf3,d6,1
c4,e5,Nc3,Nc6,Nf3,Bc5,1
c4,e5,Nc3,Nc6,Nf3,Bb4,1
c4,e5,Nc3,Ke7,Nf3,Nc6,1
c4,e5,Nc3,Bb4,g3,c6,1
c4,e5,Nc3,Bb4,g3,Nf6,1
c4,e5,Nc3,Bb4,d3,Bxc3+,1
c4,e5,Nc3,Bb4,Qc2,Nf6,1
c4,e5,Nc3,Bb4,Nf3,Bxc3,1
c4,e5,Nc3,Bb4,Nd5,Na6,1
c4,d6,Nc3,g6,g3,Bg7,1
c4,d6,Nc3,g6,d4,Bg7,1
c4,d6,Nc3,e5,g3,g6,1
c4,d6,Nc3,e5,g3,Nf6,1
c4,e5,Nf3,d6,Nc3,g6,1
c4,e5,Nf3,e4,Nd4,Nf6,1
c4,e5,a3,Nf6,d3,d5,1
c4,e5,g3,c6,d4,exd4,1
c4,e6,Nc3,Nf6,d4,Bb4,1
c4,e6,Nc3,Nf6,Nf3,Bb4,1
c4,e6,Nc3,Bb4,g3,Nf6,1
c4,e6,Nc3,Bb4,e4,c5,1
c4,e6,Nc3,Bb4,e4,Ne7,1
c4,e6,Nc3,Bb4,Qc2,b6,1
c4,e6,Nc3,Bb4,Qc2,Nc6,1
c4,e6,Nc3,Bb4,Qb3,c5,1
c4,e6,Nc3,Bb4,Qb3,a5,1
c4,e5,g3,h5,Nc3,Nc6,1
c4,e5,g3,f5,Nc3,Nf6,1
c4,e5,g3,d6,Nc3,Be7,1
c4,e5,g3,c6,Nf3,d6,1
c4,e5,a3,c6,d4,e4,1
c4,e5,g3,c6,Bg2,Nf6,1
c4,e5,g3,c5,Bg2,Nc6,1
c4,e5,g3,Nc6,Nc3,d6,1
c4,e5,g3,Nc6,Nc3,Nf6,1
c4,e5,g3,Be7,Bg2,f5,1
c4,e5,e3,Nf6,Nc3,Be7,1
c4,e5,d3,g6,g3,Bg7,1
c4,e5,d3,Nf6,a3,d5,1
c4,e5,d3,Nf6,Nf3,e4,1
c4,e5,d3,Nf6,Nf3,Bb4+,1
c4,e5,d3,Nc6,Nf3,f5,1
c4,e5,d3,Nc6,Nc3,g6,1
c4,d6,Nc3,Nf6,g3,g6,1
c4,d5,d4,Nf6,Nc3,e6,1
c4,c6,g3,d5,cxd5,cxd5,1
c4,b6,Nc3,c5,Nf3,Bb7,1
c4,c5,Nc3,Nc6,g3,e6,1
c4,c5,Nc3,Nc6,d3,g6,1
c4,c5,Nc3,Nc6,Nf3,Nf6,1
c4,c5,Nc3,Nc6,Nf3,Nd4,1
c4,c5,Na3,a6,Nf3,Nc6,1
c4,b6,g3,Bb7,Nf3,d6,1
c4,b6,d4,e6,a3,Bb7,1
c4,b6,d4,Bb7,Nc3,e6,1
c4,b6,Nf3,Bb7,g3,c5,1
c4,b6,Nf3,Bb7,g3,Bxf3,1
c4,b6,Nf3,Bb7,d4,e6,1
c4,b6,Nf3,Bb7,Nc3,e6,1
c4,b6,Nc3,Bb7,Nf3,Nf6,1
c4,c5,Nc3,Nf6,g3,e5,1
c4,Nf6,g3,g6,Bg2,d5,1
c4,Nf6,g3,e6,Nf3,d5,1
c4,Nf6,g3,e5,Bg2,h6,1
c4,Nf6,g3,e5,Bg2,d5,1
c4,Nf6,g3,d6,Bg2,g6,1
c4,Nf6,g3,d5,cxd5,Nxd5,1
c4,Nf6,g3,c5,Bg2,g6,1
c4,Nf6,d4,g6,g3,Bg7,1
c4,Nf6,d4,g6,d5,d6,1
c4,Nf6,d4,g6,Nf3,Bg7,1
c4,Nf6,d4,e6,d5,exd5,1
c4,Nf6,d4,e6,Nf3,h6,1
c4,c5,Nc3,Nf6,g3,d5,1
c4,c5,Nc3,Nf6,g3,e6,1
c4,c6,g3,Nf6,Nf3,d5,1
c4,c5,g3,g6,Nc3,Bg7,1
c4,c6,d4,d6,e4,g6,1
c4,c6,Nf3,d5,g3,g6,1
c4,c6,Nf3,d5,b3,Nf6,1
c4,c6,Nf3,d5,b3,Bg4,1
c4,c6,Nf3,d5,Qc2,Nf6,1
c4,c6,Nf3,Nf6,g3,g6,1
c4,c6,Nf3,Nf6,g3,d5,1
c4,c6,Nf3,Nf6,Qc2,d5,1
c4,c6,Nf3,Nf6,Nc3,d5,1
c4,c6,Nc3,d5,c5,Nf6,1
c4,c6,Nc3,Nf6,d3,d5,1
c4,c6,Nc3,Na6,e4,Nc7,1
c4,c5,g3,Nf6,Bg2,g6,1
c4,c5,Nc3,g6,e3,Bg7,1
c4,c5,g3,Nc6,Bg2,g5,1
c4,c5,d4,cxd4,Qxd4,Nc6,1
c4,c5,b3,d6,Bb2,Nc6,1
c4,c5,Nf3,g6,e3,Bg7,1
c4,c5,Nf3,g6,d4,Nf6,1
c4,c5,Nf3,e6,d4,d5,1
c4,c5,Nf3,b6,d4,cxd4,1
c4,c5,Nf3,b6,Nc3,Bb7,1
c4,c5,Nf3,Nf6,Nc3,Nc6,1
c4,c5,Nf3,Nc6,g3,g6,1
c4,c5,Nf3,Nc6,e3,e5,1
c4,c5,Nc3,g6,g3,Bg7,1
Nf3,e6,g3,f5,Bg2,Nf6,1
Nf3,e6,g3,d5,Bg2,Nf6,1
Nf3,e6,g3,d5,Bg2,Bd6,1
Nf3,e6,g3,Nf6,Bg2,c5,1
Nf3,Nf6,g3,g6,b3,d6,1
Nf3,Nf6,g3,g6,Bg2,d6,1
Nf3,Nf6,g3,e6,c4,b6,1
Nf3,Nf6,g3,d6,d4,g6,1
Nf3,Nf6,g3,d6,d4,b5,1
Nf3,Nf6,g3,d6,d4,Nbd7,1
Nf3,Nf6,g3,d6,Bg2,g6,1
Nf3,Nf6,g3,d5,Bg2,Nc6,1
Nf3,Nf6,g3,d5,Bg2,Bg4,1
Nf3,Nf6,g3,c5,Bg2,d6,1
Nf3,Nf6,g3,b6,d3,g6,1
Nf3,Nf6,g3,b6,d3,d5,1
Nf3,Nf6,g3,b5,e3,a6,1
Nf3,Nf6,g3,b5,c3,Bb7,1
Nf3,Nf6,g3,Nc6,d4,e6,1
Nf3,Nf6,e3,g6,b3,Bg7,1
Nf3,Nf6,e3,d6,c4,Nbd7,1
Nf3,Nf6,e3,d5,c4,c6,1
Nf3,Nf6,e3,c5,d4,g6,1
Nf3,Nf6,e3,b6,g3,Bb7,1
Nf3,Nf6,d4,g6,c3,Bg7,1
Nf3,Nf6,d4,g6,Nbd2,d5,1
Nf3,Nf6,d4,g6,Nbd2,Bg7,1
Nf3,Nf6,d4,g6,Bf4,Bg7,1
Nf3,Nf6,d4,e6,e3,b6,1
Nf3,Nf6,d4,e6,c4,d5,1
Nf3,Nf6,d4,e6,c4,b6,1
Nf3,Nf6,g3,g6,b4,Bg7,1
Nf3,Nf6,g3,g6,c4,c5,1
Nf3,Nf6,g3,g6,d3,d5,1
Nf3,c5,c4,g6,e4,Bg7,1
Nf3,c5,e4,d6,g3,Nf6,1
Nf3,c5,e4,d6,d4,Nf6,1
Nf3,c5,e4,d6,c3,Nf6,1
Nf3,c5,e4,d6,Bb5+,Bd7,1
Nf3,c5,e4,Nc6,Bb5,e6,1
Nf3,c5,e3,Nf6,d4,e6,1
Nf3,c5,e3,Nf6,d4,d5,1
Nf3,c5,e3,Nf6,d4,cxd4,1
Nf3,c5,e3,Nf6,b3,g6,1
Nf3,c5,e3,Nc6,Bb5,g6,1
Nf3,c5,c4,g6,g3,Nc6,1
Nf3,c5,c4,g6,e4,Nc6,1
Nf3,c5,c4,g6,e3,Nf6,1
Nf3,a5,d4,h5,Bf4,g6,1
Nf3,c5,c4,b6,Nc3,Bb7,1
Nf3,c5,c4,Nf6,g3,Nc6,1
Nf3,c5,c4,Nf6,d4,cxd4,1
Nf3,c5,c4,Nf6,Nc3,g6,1
Nf3,c5,c4,Nc6,e3,e6,1
Nf3,c5,c3,Nf6,d4,cxd4,1
Nf3,c5,b3,d6,Bb2,Nc6,1
Nf3,c5,b3,d5,e3,Nc6,1
Nf3,c5,b3,Nf6,Bb2,e6,1
Nf3,b6,g3,Bb7,Bg2,g6,1
Nf3,b6,c4,Bb7,Nc3,e6,1
Nf3,b6,b3,Bb7,Bb2,e6,1
Nf3,Nf6,d4,e6,c4,Bb4+,1
Nf3,Nf6,d4,e6,a3,c5,1
Nf3,Nf6,d4,e6,Nbd2,c5,1
Nf3,Nc6,b3,e5,e4,d6,1
Nf3,Nf6,b3,c5,Bb2,Nc6,1
Nf3,Nf6,b3,b6,Bb2,Bb7,1
Nf3,Nf6,Nc3,d5,d4,c6,1
Nf3,Nf6,Nc3,c5,e4,d6,1
Nf3,Nf6,Nc3,Nc6,e4,e5,1
Nf3,Nc6,g3,e5,d3,d5,1
Nf3,Nc6,g3,e5,d3,Bc5,1
Nf3,Nc6,d4,e6,b3,Nf6,1
Nf3,Nc6,d4,d5,Bf4,e6,1
Nf3,Nc6,d4,d5,Bf4,Nf6,1
Nf3,Nc6,d4,d5,Bf4,Bf5,1
Nf3,Nc6,c4,Nf6,Nc3,e6,1
Nf3,Nc6,b3,e5,d3,d5,1
Nf3,Nf6,b3,d5,Bb2,c5,1
Nc3,g6,h4,h5,e4,c5,1
Nc3,e5,Nf3,Nc6,d4,exd4,1
Nc3,d5,e4,dxe4,Nxe4,Nf6,1
Nc3,d5,e4,d4,Nce2,e5,1
Nc3,d5,e4,c6,d4,dxe4,1
Nc3,d5,e3,e5,Qh5,Nc6,1
Nc3,d5,Nf3,Nf6,d4,Bf5,1
Nc3,d5,Nf3,Nf6,d3,Nc6,1
Nc3,c5,Nf3,Nf6,e4,d6,1
Nc3,Nf6,e4,e5,g3,c6,1
Nc3,Nf6,e4,e5,Nf3,Nc6,1
Nc3,Nf6,d4,d5,Bf4,e6,1
Nf3,Nf6,b3,d5,Bb2,Bg4,1
Nf3,Nf6,b3,d5,e3,Bg4,1
Nf3,Nf6,d4,e6,Bf4,c5,1
Nf3,Nf6,c4,e6,e3,d5,1
Nf3,Nf6,d4,d5,g3,c5,1
Nf3,Nf6,d4,d5,c4,e6,1
Nf3,Nf6,d4,d5,c4,c6,1
Nf3,Nf6,d4,d5,Bf4,c5,1
Nf3,Nf6,d4,d5,Bf4,Bf5,1
Nf3,Nf6,d4,c5,dxc5,e6,1
Nf3,Nf6,d4,c5,d5,g6,1
Nf3,Nf6,c4,g6,d4,c5,1
Nf3,Nf6,c4,g6,b4,e6,1
Nf3,Nf6,c4,g6,b3,d6,1
Nf3,Nf6,c4,e6,g3,Nc6,1
Nf3,Nf6,c4,e6,g3,Be7,1
Nf3,Nf6,c4,e6,d4,b6,1
Nf3,Nf6,b3,d6,d4,a5,1
Nf3,Nf6,c4,d6,g3,g6,1
Nf3,Nf6,c4,d6,Nc3,g6,1
Nf3,Nf6,c4,c5,g3,g6,1
Nf3,Nf6,c4,c5,b3,b6,1
Nf3,Nf6,c4,c5,Nc3,g6,1
Nf3,Nf6,c4,b6,d4,e6,1
Nf3,Nf6,c4,b6,d3,g6,1
Nf3,Nf6,c4,b6,b3,Bb7,1
Nf3,Nf6,c4,Nc6,d4,e6,1
Nf3,Nf6,b3,e6,Bb2,d5,1
Nf3,Nf6,b3,e6,Bb2,c5,1
Nf3,Nf6,b3,d6,d4,g6,1
Nf3,c5,e4,e6,c4,Nc6,1
Nf3,c5,g3,Nc6,Bg2,d5,1
Nf3,c5,g3,Nc6,c4,Nf6,1
Nf3,d5,g3,c5,Bg2,e6,1
Nf3,d6,d4,Bg4,e4,e6,1
Nf3,d6,d4,Bg4,e3,Nf6,1
Nf3,d6,d4,Bg4,c4,Bxf3,1
Nf3,d6,d4,Bg4,Nbd2,e6,1
Nf3,d6,c4,e5,Nc3,Be7,1
Nf3,d6,c4,Nd7,Nc3,g6,1
Nf3,d5,g3,g6,d4,Nf6,1
Nf3,d5,g3,g6,c4,c6,1
Nf3,d5,g3,e6,Bg2,g6,1
Nf3,d5,g3,e6,Bg2,c5,1
Nf3,d5,g3,c6,Bg2,g6,1
Nf3,d5,g3,c5,c4,e6,1
Nf3,d5,g3,Nf6,d3,e6,1
Nf3,d6,d4,Nf6,c4,Nbd7,1
Nf3,d5,g3,Nf6,c4,d4,1
Nf3,d5,g3,Nf6,Bg2,b5,1
Nf3,d5,g3,Nf6,Bg2,Nbd7,1
Nf3,d5,g3,Nd7,d4,b5,1
Nf3,d5,g3,Nd7,c4,c6,1
Nf3,d5,g3,Nc6,d3,e5,1
Nf3,d5,g3,Bg4,c4,Bxf3,1
Nf3,d5,g3,Bg4,Bg2,Nc6,1
Nf3,d5,g3,Bf5,Bg2,c6,1
Nf3,d5,e3,g6,c4,c6,1
Nf3,d5,e3,e6,c4,c6,1
Nf3,d5,e3,c5,b3,Nf6,1
Nf3,d6,d4,Nd7,Nc3,e5,1
Nf3,d6,d4,Nf6,g3,Nbd7,1
Nf3,d5,e3,Nf6,c4,g6,1
Nf3,e5,Nxe5,Qe7,d4,d6,1
Nf3,e6,e3,d6,c4,Nf6,1
Nf3,e6,d4,f5,c4,Nf6,1
Nf3,e6,d4,f5,Nc3,d5,1
Nf3,e6,d4,c5,e4,cxd4,1
Nf3,e6,d4,c5,c4,cxd4,1
Nf3,e6,d4,Nf6,Bf4,h6,1
Nf3,e6,c4,f5,g3,Nf6,1
Nf3,e6,c4,d5,e3,dxc4,1
Nf3,e6,c4,d5,e3,Nf6,1
Nf3,e6,c4,d5,d4,dxc4,1
Nf3,e6,c4,b6,g3,Bb7,1
Nf3,e6,b3,Nf6,Bb2,Nc6,1
Nf3,e5,Nxe5,Nc6,Nxc6,dxc6,1
Nf3,d6,d4,e5,dxe5,Bg4,1
Nf3,d6,g3,e5,d4,e4,1
Nf3,d6,g3,e5,d3,f5,1
Nf3,d6,g3,e5,Bg2,g6,1
Nf3,d6,g3,e5,Bg2,f5,1
Nf3,d6,g3,e5,Bg2,Nf6,1
Nf3,d6,g3,e5,Bg2,Be7,1
Nf3,d6,g3,c6,d4,Nf6,1
Nf3,d6,g3,Nf6,Bg2,g6,1
Nf3,d6,e4,Nf6,Nc3,g6,1
Nf3,d6,e4,Nd7,d4,g6,1
Nf3,d6,d4,g6,g3,Bg7,1
Nf3,d6,d4,g6,c4,Bg7,1
Nf3,d5,e3,Nf6,d4,e6,1
Nf3,d5,e3,Nf6,b3,g6,1
Nf3,c5,g3,Nc6,c4,g6,1
Nf3,d5,b3,c5,Bb2,Nf6,1
Nf3,d5,c4,d4,g3,g6,1
Nf3,d5,c4,d4,e3,dxe3,1
Nf3,d5,c4,d4,b4,a5,1
Nf3,d5,c4,c6,g3,g6,1
Nf3,d5,c4,c6,g3,Bg4,1
Nf3,d5,c4,c6,e3,Bg4,1
Nf3,d5,c4,c6,b3,Nf6,1
Nf3,d5,c4,c6,b3,Bf5,1
Nf3,d5,c4,c6,Qc2,Nf6,1
Nf3,d5,b3,e6,Bb2,Nf6,1
Nf3,d5,b3,c5,e3,a6,1
Nf3,d5,b3,c5,Bb2,f6,1
Nf3,d5,b3,c5,Bb2,Nc6,1
Nf3,d5,c4,dxc4,Na3,Nf6,1
Nf3,d5,b3,Nf6,Bb2,c6,1
Nf3,d5,b3,Nf6,Bb2,c5,1
Nf3,d5,b3,Nf6,Bb2,Nc6,1
Nf3,d5,b3,Nc6,Bb2,Nf6,1
Nf3,d5,b3,Bg4,Ne5,Bh5,1
Nf3,d5,b3,Bg4,Bb2,Bxf3,1
Nf3,c6,b3,d5,Bb2,f6,1
Nf3,c5,g3,g6,c3,b6,1
Nf3,c5,g3,b6,Bg2,Bb7,1
Nf3,c5,g3,Nf6,Bg2,g6,1
Nf3,c5,g3,Nf6,Bg2,e6,1
Nf3,c5,g3,Nc6,d4,cxd4,1
Nf3,d5,c4,dxc4,Na3,Nc6,1
Nf3,d5,c4,dxc4,e3,Nf6,1
Nf3,d5,e3,Nf6,b3,Bg4,1
Nf3,d5,d4,Nf6,Bf4,g6,1
Nf3,d5,e3,Nc6,c4,dxc4,1
Nf3,d5,e3,Bg4,c4,c6,1
Nf3,d5,d4,e6,e3,Nf6,1
Nf3,d5,d4,e6,c4,a6,1
Nf3,d5,d4,e6,Bf4,c5,1
Nf3,d5,d4,c5,e3,cxd4,1
Nf3,d5,d4,c5,e3,Nc6,1
Nf3,d5,d4,c5,c3,Nc6,1
Nf3,d5,d4,Nf6,g3,e6,1
Nf3,d5,d4,Nf6,c4,Bf5,1
Nf3,d5,d4,Nf6,c3,Bf5,1
Nf3,d5,d4,Nf6,b3,Bf5,1
Nf3,d5,d4,Nf6,Bf4,e6,1
Nf3,d5,c4,e6,b3,Be7,1
Nf3,d5,d4,Nc6,c4,Nf6,1
Nf3,d5,d4,Bf5,e3,Nf6,1
Nf3,d5,d4,Bf5,c4,c6,1
Nf3,d5,d3,c6,Nbd2,Nd7,1
Nf3,d5,d3,c5,Nbd2,Nc6,1
Nf3,d5,d3,Nf6,c4,e6,1
Nf3,d5,d3,Nf6,Nbd2,e6,1
Nf3,d5,d3,Nf6,Nbd2,Bg4,1
Nf3,d5,d3,Nf6,Nbd2,Bf5,1
Nf3,d5,c4,e6,g3,a6,1
Nf3,d5,c4,e6,e3,Bd7,1
Nf3,d5,c4,e6,b3,Nf6,1
c4,e6,Nc3,Nf6,d4,d5,1
c4,e6,Nc3,Nf6,g3,d5,1
d4,e6,c4,d5,cxd5,exd5,1
d4,d5,c4,e6,Nc3,dxc4,1
d4,d5,Nf3,e6,c4,a6,1
d4,d5,Nf3,e6,c4,Bb4+,1
d4,d5,Nf3,e6,Nbd2,c5,1
d4,d5,Nf3,e6,Bg5,Be7,1
d4,d5,Nf3,e6,Bf4,f5,1
d4,d5,Nf3,c6,g3,Nf6,1
d4,d5,Nf3,c6,g3,Bf5,1
d4,d5,Nf3,c6,e3,Nf6,1
d4,d5,Nf3,c6,c4,Bf5,1
d4,d5,Nf3,c6,Nbd2,Nf6,1
d4,d5,Nf3,c6,Bf4,Nd7,1
d4,d5,Nf3,c6,Bf4,Bf5,1
d4,d5,Nf3,c5,e3,Nc6,1
d4,d5,Nf3,c5,c4,dxc4,1
d4,d5,Nf3,c5,c3,cxd4,1
d4,d5,Nf3,a6,Bf4,e6,1
d4,d5,Nf3,Nf6,g3,g6,1
d4,d5,Nf3,Nf6,g3,c5,1
d4,d5,Nf3,Nf6,g3,Nbd7,1
d4,d5,Nf3,Nf6,g3,Bg4,1
d4,d5,Nf3,Nf6,e3,c5,1
d4,d5,Nf3,Nf6,e3,Nc6,1
d4,d5,Nf3,Nf6,c3,h6,1
d4,d5,Nf3,Nf6,Bg5,h6,1
d4,d5,Nf3,Nf6,Bg5,c6,1
d4,d5,Nf3,Nf6,Bf4,Nc6,1
d4,d5,Nf3,Nd7,e3,Ngf6,1
d4,d5,Nf3,e6,c4,c5,1
d4,d5,Nf3,e6,c4,f5,1
d4,d5,Nf3,e6,g3,Nf6,1
d4,d5,c4,c5,Nf3,Bf5,1
d4,d5,c4,e5,dxe5,Ne7,1
d4,d5,c4,e5,Nc3,dxc4,1
d4,d5,c4,dxc4,e4,g6,1
d4,d5,c4,dxc4,e4,e6,1
d4,d5,c4,dxc4,e3,g6,1
d4,d5,c4,dxc4,e3,Be6,1
d4,d5,c4,dxc4,Nf3,e6,1
d4,d5,c4,dxc4,Nf3,c5,1
d4,d5,c4,c6,g3,Nf6,1
d4,d5,c4,c6,Qc2,Nf6,1
d4,d5,c4,c6,Nd2,Nf6,1
d4,d5,c4,c5,dxc5,e6,1
d4,d5,c4,Nf6,e3,e6,1
d4,d5,Nf3,e6,g3,c5,1
d4,d5,c4,Nf6,cxd5,Qxd5,1
d4,d5,c4,Nf6,Nf3,Nc6,1
d4,d5,c4,Nf6,Nf3,Bf5,1
d4,d5,c4,Nc6,Nf3,Nf6,1
d4,d5,c4,Nc6,Nc3,dxc4,1
d4,d5,c4,Nc6,Nc3,Nf6,1
d4,d5,c4,Na6,Nc3,Nf6,1
d4,d5,c4,Bf5,Nc3,Nf6,1
d4,d5,c3,Nf6,Nf3,Bf5,1
d4,d5,Nf3,h6,c4,c6,1
d4,d5,Nf3,g6,e3,Bg7,1
d4,d5,Nf3,f6,e3,Nc6,1
d4,d5,Nf3,Nc6,g3,Nf6,1
d4,d5,Nf3,Nc6,g3,Bg4,1
d4,d5,Nf3,Nc6,c4,e5,1
d4,d5,Bf4,Na6,e3,Nf6,1
d4,d5,Bf4,c6,Nf3,Qb6,1
d4,d5,Bf4,c5,e3,Qb6,1
d4,d5,Bf4,c5,e3,Nf6,1
d4,d5,Bf4,c5,dxc5,e6,1
d4,d5,Bf4,c5,Nf3,Nc6,1
d4,d5,Bf4,Nf6,Nf3,a6,1
d4,d5,Bf4,Nf6,Nf3,Nh5,1
d4,d5,Bf4,Nf6,Nf3,Bg4,1
d4,d5,Bf4,Nc6,e3,e6,1
d4,d5,Bf4,Nc6,e3,a6,1
d4,d5,Bf4,Nc6,e3,Bf5,1
d4,d5,Bf4,Nc6,Nf3,Bf5,1
d4,d5,Bf4,Bf5,e3,g6,1
d4,d5,Bf4,e6,Nf3,Bd6,1
d4,d5,Bf4,Bf5,e3,c6,1
d4,d5,Bf4,Bf5,e3,Nc6,1
d4,d5,Bf4,Bf5,c4,e6,1
d4,d5,Bf4,Bf5,Nf3,c6,1
d4,c6,c4,d5,cxd5,cxd5,1
d4,c6,c4,d5,Nf3,Bf5,1
d4,c6,c4,d5,Nc3,Nf6,1
d4,c6,c4,Nf6,Nf3,d5,1
d4,c6,Nf3,d5,c4,Nf6,1
d4,c6,Bf4,d5,e3,Nf6,1
d4,c5,e3,e6,c3,Nf6,1
d4,c5,e3,d5,Nf3,Nc6,1
d4,d5,Bf4,c6,e3,Bf5,1
d4,d5,Bf4,e6,Nf3,Nf6,1
d4,d5,Nf3,Nc6,c4,dxc4,1
d4,d5,Nc3,Bf5,Bf4,e6,1
d4,d5,Nf3,Nc6,c4,Nf6,1
d4,d5,Nf3,Nc6,c3,Bg4,1
d4,d5,Nf3,Bg4,e3,Nf6,1
d4,d5,Nf3,Bf5,e3,Nf6,1
d4,d5,Nf3,Bf5,e3,Nc6,1
d4,d5,Nf3,Bf5,c4,dxc4,1
d4,d5,Nc3,e6,Bf4,c5,1
d4,d5,Nc3,c5,Bf4,Nc6,1
d4,d5,Nc3,Nf6,Nf3,e6,1
d4,d5,Nc3,Nf6,Bg5,h6,1
d4,d5,Nc3,Nf6,Bg5,e6,1
d4,d5,Nc3,Nf6,Bg5,Bf5,1
d4,d5,Nc3,Bf5,Bf4,c6,1
d4,d5,Bf4,e6,Nf3,c5,1
